Sl.No.,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material Involved,Movement Type,History
1549,AP/LDV/82P16/2022/74,Arunachal Pradesh,Lower Dibang Valley,From Roing 5.4 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.171187,95.833166,Earth,Slide,NA
1550,AP/LDV/82P16/2022/75,Arunachal Pradesh,Lower Dibang Valley,350 m NE of slide no. 74,NH-313 (Roing-Anini road),28.173434,95.836605,Earth,Slide,NA
1551,AR/US/82P04/2022/027,Arunachal Pradesh,West Siang,Northwest of Yembung camp Slide,NH-13,28.174806,95.025111,Debris,Slide,NA
1552,AR/S/82P04/2022/029,Arunachal Pradesh,Siang,South of Jeru Slide 1,NH-13,28.174806,95.025111,Debris,slide,NA
1553,AP/DV/82P/13/2022/LS-146,Arunachal Pradesh,East Siang,Anini-Etalin slide,"Anini-Etalin road section, NH313",28.174973,95.469402,Debris,Slide,NA
1554,AP/DV/82P/13/2022/LS-147,Arunachal Pradesh,East Siang,Anini-Etalin slide,"Anini-Etalin road section, NH313",28.175079,95.469602,Debris,Slide,NA
1555,AR/ES/82P04/2022/011,Arunachal Pradesh,East Siang,Pasighat-Yingkiong road Slide 4,NH-513,28.175556,95.221861,Rock,slide,NA
1556,AP/DV/82P/13/2022/LS-148,Arunachal Pradesh,East Siang,Anini-Etalin slide,"Anini-Etalin road section, NH313",28.175659,95.470804,Debris,Slide,NA
1557,AR/US/82P04/2022/104,Arunachal Pradesh,Upper Siang,N/A,N/A,28.178861,95.228056,Debris,Slide,NA
1558,AP/DV/82P/13/2022/LS-150,Arunachal Pradesh,East Siang,Anini-Etalin slide,Anini-Etalin road section,28.179262,95.477068,Debris,Slide,NA
1559,AR/US/82P04/2022/012,Arunachal Pradesh,Upper Siang,Pasighat-Yingkiong road Slide 5,NH-513,28.181139,95.225944,Rock,slide,NA
1560,AP/LDV/82P11/2022/LS68,Arunachal Pradesh,East Siang,LS-68,NH-13,28.181365,95.470102,Rock,Wedge failure,NA
1561,AP/LDV/82P11/2022/LS69,Arunachal Pradesh,East Siang,LS-69,"NH-13, near bridge",28.181834,95.469828,Debris,Slide,NA
1562,AR/ANJ/91D12/2014/05,Arunachal Pradesh,Anjaw,HMC road,,28.18439,96.53453,Debris,Slide,2013
1563,AR/ANJ/91D12/2014/43,Arunachal Pradesh,Anjaw,H. M. C. Road,,28.18525,96.53256,Debris,Slide,2012
1564,AP/LDV/82P11/2022/LS70,Arunachal Pradesh,East Siang,LS-70,NH-13,28.186582,95.471126,Rock,Wedge failure,NA
1565,AR/US/82P04/2022/015,Arunachal Pradesh,Upper Siang,Pasighat-Yingkiong road Slide 6,NH-13 (Pasighat-Yingkiong road),28.1915,95.225917,Debris,Slide,NA
1566,AR/WSI/82L12/2021/15,Arunachal Pradesh,West Siang,Aalo-kaying Road Highway slide,Aalo-Kaying Highway,28.192217,94.713927,Rock-cum-Debris,Slide,NA
1567,AR/S/82P04/2022/030,Arunachal Pradesh,Siang,South of Jeru Slide 2,NH-13,28.192444,94.984917,Debris,Slide,NA
1568,AP/LDV/82P16/20212/1,Arunachal Pradesh,Lower Dibang Valley,From Roing 12.4 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.192581,95.804085,Rock,slide,NA
1569,AP/LDV/82P16/2022/64,Arunachal Pradesh,Lower Dibang Valley,From Roing 12.6 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.193864,95.805469,Debris,Slide,NA
1570,AR/US/82P04/2022/105,Arunachal Pradesh,Upper Siang,Pasighat-Yingkiong road Slide 18,NH-513,28.1945,95.227917,Debris,Slide,NA
1571,AP/LDV/82P16/2022/65,Arunachal Pradesh,Lower Dibang Valley,From Roing 13 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.194651,95.807085,Debris,Slide,NA
1572,AR/ANJ/91D12/2014/04,Arunachal Pradesh,Anjaw,Metenliang 2.5 km slide,HMC road,28.19597,96.53733,Debris,Slide,2013
1573,AP/LDV/82P16/2022/73,Arunachal Pradesh,Lower Dibang Valley,From Roing 14.3 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.198018,95.810448,Rock,Slide,NA
1574,AR/US/82P04/2022/106,Arunachal Pradesh,Upper Siang,Pasighat-Yingkiong road Slide 19,NH-513,28.199389,95.230278,Debris,Slide,NA
1575,AP/LDV/82P16/2022/66,Arunachal Pradesh,Lower Dibang Valley,From Roing 14.7 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.199873,95.811883,Rock,Slide,NA
1576,AP/LDV/82P16/2022/7,Arunachal Pradesh,Lower Dibang Valley,From Roing 15.4 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.201838,95.812004,Rock,Slide,NA
1577,AR/WS/82L16/2022/078,Arunachal Pradesh,West Siang,Jomlo-Mongku Slide 1,NH-13,28.202667,94.828417,Debris,Slide,NA
1578,AP/LDV/82P16/2022/6,Arunachal Pradesh,Lower Dibang Valley,From Roing 15.3 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.202844,95.811201,Rock,Slide,NA
1579,AP/LDV/82P16/2022/5,Arunachal Pradesh,Lower Dibang Valley,From Roing 15.6 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.205003,95.813193,Rock,Slide,NA
1580,AP/LDV/82P16/2022/3,Arunachal Pradesh,Lower Dibang Valley,From Roing 16 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.20737,95.81005,Rock,Slide,NA
1581,AP/LDV/82P16/2022/4 AP/LDV/82P16/2021/LS4,Arunachal Pradesh,Lower Dibang Valley,From Roing 16.1 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.207699,95.809197,Rock,Fall,NA
1582,AP/LDV/82P16/20/2,Arunachal Pradesh,Lower Dibang Valley,From Roing 16.3 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.207796,95.807742,Rock,Slide,NA
1583,AR/WS/82L16/2022/079,Arunachal Pradesh,West Siang,Jomlo-Mongku Slide 2,NH-13,28.208389,94.830667,Debris,Slide,NA
1584,AR/ANJ/91D12/2014/42,Arunachal Pradesh,Anjaw,Metengliang slide,H. M. C. Road,28.20867,96.53222,Debris,Slide,2013
1585,AP/LDV/82P16/2022/51,Arunachal Pradesh,Lower Dibang Valley,From Roing 17.5 kms along NH-313 towards Hunli,Newly connstruct15ing RoingHunli/ Anini road NH-313,28.209018,95.80348,Debris,Slide,NA
1586,AP/LDV/82P16/2022/72,Arunachal Pradesh,Lower Dibang Valley,From Roing 16.57 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.209062,95.806755,Rock,Slide,NA
1587,AP/LDV/82P16/2022/62,Arunachal Pradesh,Lower Dibang Valley,From Roing 18.23 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.212211,95.801273,Rock,Slide,NA
1588,AP/LDV/82P16/2022/63,Arunachal Pradesh,Lower Dibang Valley,From Roing 18 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.212275,95.802589,Debris,Slide,NA
1589,AP/LDV/82P16/2022/71,Arunachal Pradesh,Lower Dibang Valley,From Roing 17.95 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.21267,95.803194,Debris,Slide,NA
1590,AR/US/82P04/2022/107,Arunachal Pradesh,Upper Siang,Pasighat-Yingkiong road Slide 20,NH-513,28.213028,95.232528,Debris,Slide,NA
1591,AR/ANJ/91D12/2014/27,Arunachal Pradesh,Anjaw,Bamlan Slide,HMC road,28.21483,96.53911,Debris,Slide,2013
1592,AP/LDV/82P16/2022/61,Arunachal Pradesh,Lower Dibang Valley,From Roing 18.6 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.215014,95.799764,Rock,Slide,NA
1593,AP/LDV/82P16/2022/57,Arunachal Pradesh,Lower Dibang Valley,From Roing 19.5 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.215206,95.793704,Debris,Slide,NA
1594,AP/LDV/82P16/2022/69,Arunachal Pradesh,Lower Dibang Valley,From Roing 19.4 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.215862,95.795227,Debris,Slide,NA
1595,AP/LDV/82P16/2022/70,Arunachal Pradesh,Lower Dibang Valley,From Roing 18.7 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.215926,95.799557,Rock,Slide,NA
1596,AP/LDV/82P16/2022/60,Arunachal Pradesh,Lower Dibang Valley,From Roing 19 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.216253,95.796393,Debris,Slide,NA
1597,AP/LDV/82P16/2022/58,Arunachal Pradesh,Lower Dibang Valley,From Roing 20.1 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.216997,95.790585,Debris,Slide,NA
1598,AP/LDV/82P16/2022/55,Arunachal Pradesh,Lower Dibang Valley,From Roing 20.2 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.217204,95.789599,Debris,Slide,NA
1599,AP/LDV/82P16/2022/59,Arunachal Pradesh,Lower Dibang Valley,From Roing 19.87 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.217543,95.792489,Debris,Slide,NA
1600,AP/LDV/82P16/2022/56,Arunachal Pradesh,Lower Dibang Valley,From Roing 19.8 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.217595,95.793032,Debris,Slide,NA
1601,AP/LDV/82P16/2022/68,Arunachal Pradesh,Lower Dibang Valley,From Roing 19.7 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.218539,95.794022,Rock,Slide,NA
1602,AP/LDV/82P16/2022/54,Arunachal Pradesh,Lower Dibang Valley,From Roing 20.5 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.21909,95.791084,Rock,Slide,NA
1603,AP/LDV/82P16/2022/67,Arunachal Pradesh,Lower Dibang Valley,From Roing 20.8 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.219976,95.799065,Debris,Slide,NA
1604,AR/ANJ/91D12/2014/14,Arunachal Pradesh,Anjaw,32.4 km Slide,HMC road,28.22328,96.55303,Rock,Slide,2013
1605,AR/ANJ/91D12/2014/28,Arunachal Pradesh,Anjaw,29.9 km Slide,HMC road,28.22381,96.53644,Rock,Slide,2013
1606,AP/LDV/82P16/2022/38,Arunachal Pradesh,Lower Dibang Valley,From Roing 27.1 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.223825,95.829105,Debris,Slide,NA
1607,AR/ANJ/91D12/2014/09,Arunachal Pradesh,Anjaw,33.3 km slide,HMC road,28.22408,96.55872,Rock,Slide,2013
1608,AR/WS/82L16/2022/081,Arunachal Pradesh,West Siang,Damda-Debuk Slide 1,NH-13,28.225583,94.889167,Debris,Slide,NA
1609,AR/WS/82L16/2022/082,Arunachal Pradesh,West Siang,Damda-Debuk Slide 2,NH-13,28.226722,94.895611,Soil,Slide,NA
1610,AR/S/82P04/2022/031,Arunachal Pradesh,Siang,South of Jeru Slide 3,NH-13,28.22675,94.225111,Debris,slide,NA
1611,AP/LDV/82P16/2022/53,Arunachal Pradesh,Lower Dibang Valley,From Roing 21.8 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.227703,95.781369,Debris,Slide,NA
1612,AP/ES/82P12/2022/76,Arunachal Pradesh,East Siang,From Bomjir 17.6 kms along NH-13 towards Pasighat,NH-313 (Roing-Pasighat road),28.227891,95.541082,Debris,Slide,NA
1613,AR/ANJ/91D12/2014/41,Arunachal Pradesh,Anjaw,H. M. C. Road,,28.22797,96.54606,Debris,Slide,2013
1614,AR/WS/82L16/2022/083,Arunachal Pradesh,West Siang,Damda-Debuk Slide 3,NH-13,28.228528,94.904278,Soil,Slide,NA
1615,AP/LDV/82P16/2022/50,Arunachal Pradesh,Lower Dibang Valley,From Roing 22 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.229114,95.780019,Debris,Slide,NA
1616,AP/LDV/82P16/2022/52,Arunachal Pradesh,Lower Dibang Valley,From Roing 22.17 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.229809,95.779855,Debris,Slide,NA
1617,AR/ANJ/91D12/2014/40,Arunachal Pradesh,Anjaw,H. M. C. Road,,28.23153,96.54272,Debris,Slide,2013
1618,AR/WS/82L16/2022/084,Arunachal Pradesh,West Siang,Damda-Debuk Slide 4,NH-13,28.232472,94.914889,Soil,Slide,NA
1619,AP/LDV/82P16/2022/49,Arunachal Pradesh,Lower Dibang Valley,From Roing 22.9 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.234199,95.777037,Debris,Slide,NA
1620,AR/WS/82L16/2022/087,Arunachal Pradesh,West Siang,Koreng-Aalo road Slide 3,NH-13,28.234833,94.972278,Rock,Slide,NA
1621,AR/WS/82L16/2022/085,Arunachal Pradesh,West Siang,Koreng-Aalo road Slide 1,NH-13,28.235361,94.933333,Soil,Slide,NA
1622,AP/LDV/82P16/2022/48,Arunachal Pradesh,Lower Dibang Valley,From Roing 23.3 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.237008,95.776204,Debris,Slide,NA
1623,AR/WS/82L16/2022/086,Arunachal Pradesh,West Siang,Koreng-Aalo road Slide 2,NH-13,28.237361,94.954808,Debris,Slide,NA
1624,AP/LDV/82P16/2022/32,Arunachal Pradesh,Lower Dibang Valley,From Roing 46.8 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.237425,95.897823,Rock,Slide,NA
1625,AP/ES/82P12/2022/79,Arunachal Pradesh,East Siang,From Bomjir 16 kms along NH-13 towards Pasighat,NH-313 (Roing-Pasighat road),28.237716,95.535611,Debris,Slide,NA
1626,AP/LDV/82P16/2022/47,Arunachal Pradesh,Lower Dibang Valley,From Roing 23.5 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.238144,95.774758,Debris,Slide,NA
1627,AP/LDV/82P16/2022/33,Arunachal Pradesh,Lower Dibang Valley,IHO Viewpoint landslide. From Roing 46.3 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.238615,95.893348,Debris,Slide,NA
1628,AP/LDV/82P16/2022/34,Arunachal Pradesh,Lower Dibang Valley,IHO Viewpoint landslide. From Roing 46.2 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.238692,95.892681,Debris,Slide,NA
1629,AP/LDV/82P16/2022/39,Arunachal Pradesh,Lower Dibang Valley,From Roing 23.7 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.239482,95.774559,Rock,Slide,NA
1630,AR/ANJ/91D12/2014/39,Arunachal Pradesh,Anjaw,37.6 km rockslide,H. M. C. Road,28.23969,96.52778,Rock,Topple,2013
1631,AP/LDV/82P16/2022/46,Arunachal Pradesh,Lower Dibang Valley,From Roing 23.8 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.240442,95.774201,Rock,Slide,NA
1632,AP/LDV/82P16/2022/36,Arunachal Pradesh,Lower Dibang Valley,From Roing 37 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.240521,95.866592,Debris,Slide,NA
1633,AP/LDV/82P16/2022/37,Arunachal Pradesh,Lower Dibang Valley,From Roing 37.12 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.241041,95.866387,Rock,Slide,NA
1634,AP/LDV/82P16/2022/31,Arunachal Pradesh,Lower Dibang Valley,Mayudia Pass landslide.,NH-313 (Roing-Anini road),28.24175,95.925012,Debris,Slide,NA
1635,AP/LDV/82P16/2022/30,Arunachal Pradesh,Lower Dibang Valley,"Mayudia Pass landslide. From Mayudia Pass 0.2 kms along NH-313 towards Hunli",NH-313 (Roing-Anini road),28.242214,95.923556,Debris,Slide,NA
1636,AR/S/82P04/2022/032,Arunachal Pradesh,Upper Siang,South of Jeru Slide 4,NH-513,28.242389,94.220861,Debris,Slide,NA
1637,AP/ES/82P12/2022/80,Arunachal Pradesh,East Siang,From Bomjir 15.5 kms along NH-13 towards Pasighat,NH-313 (Roing-Pasighat road),28.242444,95.536828,Rock,Fall,NA
1638,AP/LDV/82P16/2022/29,Arunachal Pradesh,Lower Dibang Valley,"Mayudia Pass landslide. From Mayudia Pass 0.3 kms along NH-313 towards Hunli",NH-313 (Roing-Anini road),28.242782,95.922731,Rock,Slide,NA
1639,AP/ES/82P12/2022/81,Arunachal Pradesh,East Siang,From Bomjir 15.3 kms along NH-13 towards Pasighat,NH-313 (Roing-Pasighat road),28.242969,95.537549,Rock,Slide,NA
1640,AP/LDV/82P16/2022/40,Arunachal Pradesh,Lower Dibang Valley,From Roing 24.4 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.242997,95.772144,Debris,Slide,NA
1641,AP/LDV/82P16/2022/27,Arunachal Pradesh,Lower Dibang Valley,"Mayudia Pass landslide. From Mayudia Pass 0.45 kms along NH-313 towards Hunli",NH-313 (Roing-Anini road),28.243182,95.921338,Rock,Slide,NA
1642,AP/LDV/82P16/2022/28,Arunachal Pradesh,Lower Dibang Valley,"Mayudia Pass landslide.From Mayudia Pass 0.4 kms along NH-313 towards Hunli",NH-313 (Roing-Anini road),28.243322,95.921911,Rock,Slide,NA
1643,AP/ES/82P12/2022/82,Arunachal Pradesh,East Siang,From Bomjir 15.1 kms along NH-13 towards Pasighat,NH-313 (Roing-Pasighat road),28.243417,95.538216,Debris,Slide,NA
1644,AP/LDV/82P15/2022/21,Arunachal Pradesh,Lower Dibang Valley,From Roing 45.3 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.243461,95.894049,Rock,Slide,NA
1645,AP/LDV/82P16/2022/43,Arunachal Pradesh,Lower Dibang Valley,From Roing 24.8 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.244851,95.773499,Rock,Slide,NA
1646,AP/LDV/82P16/2022/26,Arunachal Pradesh,Lower Dibang Valley,From Mayudia Pass 1.2 kms along NH313 towards Hunli,NH-313 (Roing-Anini road),28.244966,95.914872,Rock,Slide,NA
1647,AP/LDV/82P16/2022/25,Arunachal Pradesh,Lower Dibang Valley,From Mayudia Pass 1.34 kms along NH-313 towards Hunli,NH-313 (Roing-Anini road),28.244975,95.914094,Rock,Slide,NA
1648,AP/LDV/82P16/2022/42,Arunachal Pradesh,Lower Dibang Valley,From Roing 24.9 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.245016,95.77363,Debris,Slide,NA
1649,AP/LDV/82P16/2022/41,Arunachal Pradesh,Lower Dibang Valley,From Roing 25.1 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.245371,95.774057,Debris,Slide,NA
1650,AP/LDV/82P16/2022/35,Arunachal Pradesh,Lower Dibang Valley,From Roing 44.5 kms along NH-313 towards Mayudia Pass,NH-313 (Roing-Anini road),28.246304,95.889037,Rock,Slide,NA
1651,AP/LDV/82P16/2022/77,Arunachal Pradesh,Lower Dibang Valley,From Bomjir 14.3 kms along NH-13 towards Pasighat,NH-313 (Roing-Pasighat road),28.246512,95.541646,Rock,Slide,NA
1652,AP/LDV/82P16/2022/78,Arunachal Pradesh,Lower Dibang Valley,From Bomjir 13.6 kms along NH-13 towards Pasighat,NH-313 (Roing-Pasighat road),28.249718,95.546273,Debris,Slide,NA
1653,AP/LDV/82P11/2022/LS71,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,NH-13, towards sisseri bridge,28.251139,95.55011,Debris,Slide,NA
1654,AR/ANJ/91D11/2014/38,Arunachal Pradesh,Anjaw,H. M. C. Road,,28.25203,96.54264,Debris,Slide,2013
1655,AP/LDV/82P16/2022/45,Arunachal Pradesh,Lower Dibang Valley,From Roing 26.2 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.252176,95.775797,Rock,Slide,NA
1656,AP/LDV/82P15/2022/18,Arunachal Pradesh,Lower Dibang Valley,500 m south from landslide no. 44,Newly connstructing RoingHunli/ Anini road NH-313,28.252507,95.781741,Debris,Slide,NA
1657,AP/LDV/82P16/2022/24,Arunachal Pradesh,Lower Dibang Valley,From Mayudia Pass 3.1 kms along NH313 towards Hunli,NH-313 (Roing-Anini road),28.253453,95.908055,Rock,Slide,NA
1658,AP/LDV/82P11/2022/LS72,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,NH-13, towards Sesseri bridge,28.253915,95.578439,Debris,Slide,NA
1659,AP/LDV/82P11/2022/LS73,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,NH-13, near Sesseri bridge,28.254509,95.581558,Debris,Slide,NA
1660,AP/LDV/82P11/2022/LS74,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,"NH-13, Sesseri Bridge",28.255059,95.576996,Debris,Slide,NA
1661,AP/E-Siang/82P8/2021/LS24,Arunachal Pradesh,Lower Dibang Valley,LS-24,NH-13,28.255261,95.582613,Rock,Wedge failure,NA
1662,AP/LDV/82P11/2022/LS75,Arunachal Pradesh,Lower Dibang Valley,LS-75,NH-13,28.255355,95.551658,Debris,Slide,NA
1663,AP/E-Siang/82P8/2021/LS25,Arunachal Pradesh,Lower Dibang Valley,LS-25,"NH-13, towards Rengging",28.255703,95.55061,Rock,Wedge failure,NA
1664,AP/LDV/82P15/2022/23,Arunachal Pradesh,Lower Dibang Valley,From Mayudia Pass 3.5 kms along NH-313 towards Hunli,NH-313 (Roing-Anini road),28.255967,95.907144,Rock,Slide,NA
1665,AP/E-Siang/82P8/2021/LS26,Arunachal Pradesh,Lower Dibang Valley,LS-26,NH-13,28.256126,95.576152,Debris,Slide,NA
1666,AP/LDV/82P11/2022/LS77,Arunachal Pradesh,Lower Dibang Valley,LS-77,NH-13,28.256397,95.550978,Debris,Slide,NA
1667,AP/LDV/82P11/2022/LS76,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,NH-13, towards Sesseri bridge,28.256434,95.57515,Debris,Slide,NA
1668,AP/LDV/82P11/2022/LS84,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,"NH-13, Sesseri Bridge",28.25701,95.551656,Debris,Slide,NA
1669,AP/LDV/82P15/2022/20,Arunachal Pradesh,Lower Dibang Valley,From Roing 26.8 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.257258,95.777764,Debris,Slide,NA
1670,AP/E-Siang/82P8/2021/LS27,Arunachal Pradesh,Lower Dibang Valley,LS-27,"NH-513, towards Bodak village",28.25736,95.55087,Debris,Slide,NA
1671,AP/LDV/82P16/2022/44,Arunachal Pradesh,Lower Dibang Valley,From Roing 27.2 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.257991,95.781619,Debris,Slide,NA
1672,AP/LDV/82P/11/2022/LS-85,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,Sisseri Bridge.,28.258122,95.55209,Debris,Slide,NA
1673,AP/LDV/82P/11/2022/LS-86,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,Sisseri bridge,28.258144,95.551252,Debris,Slide,NA
1674,AR/ANJ/91D11/2014/32,Arunachal Pradesh,Anjaw,Metumna slide,H.M.C. Road,28.25897,96.54433,Rock,Topple,2013
1675,AP/LDV/82P15/2022/17,Arunachal Pradesh,Lower Dibang Valley,From Roing 27.5 kms along NH-313 towards Hunli,Newly connstructing RoingHunli/ Anini road NH-313,28.259524,95.780336,Debris,Slide,NA
1676,AP/LDV/82P/11/2022/LS-87,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,Sisseri bridge.,28.259561,95.568965,Debris,Slide,NA
1677,AR/ESI/82L15/2022/54,Arunachal Pradesh,East Siang,Sangram Bridge-Boleng Road Slide,Sangram Bridge-Boleng Road,28.260051,94.984752,Rock-cum-Debris,Slide,NA
1678,AP/LDV/82P15/2022/22,Arunachal Pradesh,Lower Dibang Valley,From Mayudia Pass 4.5 kms along NH313 towards Hunli,NH-313 (Roing-Anini road),28.26053,95.904556,Rock,Slide,NA
1679,AP/LDV/82P/11/2022/LS-88,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,Sisseri bridge,28.261147,95.567331,Debris,Slide,NA
1680,AP/LDV/82P/11/2022/LS-89,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,Sisseri bridge,28.261379,95.566909,Rock,Wedge failure,NA
1681,AP/LDV/82P/11/2022/LS-90,Arunachal Pradesh,Lower Dibang Valley,Near Sisseri bridge slide,Near Sisseri bridge,28.261999,95.56626,Debris,Slide,NA
1682,AP/LDV/83P/11/2022/LS-91,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,West ofSisseri bridge slide.,28.262338,95.565698,Debris,Slide,NA
1683,AR/ANJ/91D11/2014/37,Arunachal Pradesh,Anjaw,H. M. C. Road,,28.2625,96.5465,Rock,Slide,2012
1684,AP/LDV/82P/11/2022/LS-92,Arunachal Pradesh,Lower Dibang Valley,West Sisseri bridge slide,NH-13.,28.262806,95.565421,Debris,Slide,NA
1685,AP/LDV/82P11/2022/LS83,Arunachal Pradesh,Lower Dibang Valley,LS-83,NH-13,28.262879,95.551911,Debris,Slide,NA
1686,AP/LDV/82P/11/2022/LS-93,Arunachal Pradesh,Lower Dibang Valley,West of Sisseri bridge,Western bank of Sisseri river,28.262989,95.59932,Debris,Slide,NA
1687,AP/E-Siang/82P8/2021/LS28,Arunachal Pradesh,Lower Dibang Valley,LS-28,NH-513,28.263228,95.570962,Debris,Slide,NA
1688,AP/LDV/82P/11/2022/LS-94,Arunachal Pradesh,Lower Dibang Valley,West Sessiri bridge,NH-13,28.263468,95.570661,Rock,Wedge failure,NA
1689,AP/LDV/82P/11/2022/LS-95,Arunachal Pradesh,Lower Dibang Valley,West Sessiri bridge,NH-13,28.263731,95.551326,Debris,Slide,NA
1690,AP/LDV/82P/14/2022/LS-96,Arunachal Pradesh,Lower Dibang Valley,NA,NH-313,28.264331,95.565798,Debris,Slide,NA
1691,AP/E-Siang/82P8/2022/LS30,Arunachal Pradesh,Lower Dibang Valley,Mebo Slide,"NH-13, NE of Mebo village",28.2646,95.571519,Debris,Slide,NA
1692,AP/E-Siang/82P8/2021/LS29,Arunachal Pradesh,Lower Dibang Valley,LS-29,NH-513,28.264888,95.550575,Rock,Wedge failure,NA
1693,AR/ANJ/91D11/2014/36,Arunachal Pradesh,Anjaw,H. M. C. Road,,28.26522,96.57889,Debris,Flow,2013
1694,AP/E-Siang/82P8/2022/LS31,Arunachal Pradesh,Lower Dibang Valley,Mebo Slide,"NH-13, NE of Mebo village",28.265266,95.56964,Debris,Slide,NA
1695,AP/E-Siang/82P8/2022/LS32,Arunachal Pradesh,Lower Dibang Valley,Mebo Slide,"NH-13, NE of Mebo village",28.265532,95.549321,Debris,Slide,NA
1696,AP/DV/82P/14/2022/LS-97,Arunachal Pradesh,Lower Dibang Valley,NA,NH-313,28.265561,95.562854,Debris,Slide,NA
1697,AP/DV/82P/14/2022/LS-98,Arunachal Pradesh,Lower Dibang Valley,NA,NH-313,28.265563,95.563438,Debris,Slide,NA
1698,AP/DV/82P/13/2022/LS-149,Arunachal Pradesh,Lower Dibang Valley,Anini-Etalin slide,Anini-Etalin road section,28.265803,95.570892,Debris,Slide,NA
